study_id,product_tested,ingredient,study_type,control_group,randomized,blinded,sample_size,duration_weeks,primary_endpoint,result_direction,statistical_significance_p,clinical_meaningful,ftc_evidence_tier,standalone_sufficient_for_claim,claim_type_supported,limitations,funding_source,publication_year,journal,ftc_assessment
STU-0283,ProBio+ Daily component,Biotin (D-Biotin),meta_analysis,YES,NO,NO,384,46,NK_cell_activity,positive,0.1009,NO,Tier_1_meta_analysis,YES,immune_function,surrogate endpoints only,Industry + independent verification,2015,BMJ Open,Adequate for immune_function claim under FTC standards
STU-0284,ProBio+ Daily component,Folate (L-Methylfolate),animal_model,NO,NO,NO,195,4,cognitive_performance,positive,0.2023,NO,Tier_3_insufficient,NO,energy_metabolism,healthy volunteers only,Industry + independent verification,2022,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0285,ProBio+ Daily component,Bifidobacterium lactis Bi-07,RCT,YES,YES,YES,304,46,skin_hydration,positive,0.1287,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,surrogate endpoints only; no control group,Industry (manufacturer),2019,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0286,ProBio+ Daily component,Riboflavin,RCT,YES,YES,YES,186,20,immune_markers_IgA,neutral,0.3937,NO,Tier_2_observational,CONDITIONAL,immune_function,short duration; small sample size; single center,Academic institution,2022,J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0287,ProBio+ Daily component,Pantothenic Acid,open_label_trial,NO,NO,NO,426,24,NK_cell_activity,positive,0.159,NO,Tier_2_pilot,NO,immune_function,no blinding; short duration; healthy volunteers only,EU research fund,2019,NEJM,Insufficient for immune_function claim under FTC standards
STU-0288,ProBio+ Daily component,Bifidobacterium lactis Bi-07,pilot_study,NO,NO,NO,123,35,URTI_frequency,negative,0.0335,NO,Tier_2_pilot,NO,energy_metabolism,single center; no blinding,NIH grant,2019,Gut Microbes,Insufficient for energy_metabolism claim under FTC standards
STU-0289,ProBio+ Daily component,Biotin (D-Biotin),animal_model,NO,NO,NO,242,1,immune_markers_IgA,neutral,0.5716,NO,Tier_3_insufficient,NO,immune_function,no blinding; surrogate endpoints only,Industry + independent verification,2017,J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0290,ProBio+ Daily component,Riboflavin,animal_model,NO,NO,NO,23,4,NK_cell_activity,positive,0.0607,NO,Tier_3_insufficient,NO,immune_function,surrogate endpoints only; healthy volunteers only; industry funded; no product-specific testing,NIH grant,2016,Nutrients,Insufficient for immune_function claim under FTC standards
STU-0291,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),cohort_study,NO,NO,NO,84,28,energy_levels_self_report,negative,0.0397,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,small sample size,Industry + independent verification,2024,J Functional Foods,Insufficient for energy_metabolism claim under FTC standards
STU-0292,ProBio+ Daily component,Riboflavin,in_vitro,NO,NO,NO,0,3,skin_hydration,negative,0.1806,NO,Tier_3_insufficient,NO,energy_metabolism,surrogate endpoints only; industry funded,Industry (manufacturer),2024,J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0293,ProBio+ Daily component,Lactobacillus rhamnosus GG,RCT,YES,YES,YES,184,25,bloating_score,positive,0.1384,NO,Tier_2_observational,CONDITIONAL,digestive_health,short duration,NIH grant,2025,Probiotics & Antimicrobials,Insufficient for digestive_health claim under FTC standards
STU-0294,ProBio+ Daily component,Pantothenic Acid,meta_analysis,YES,NO,NO,87,5,bloating_score,neutral,0.3054,NO,Tier_1_meta_analysis,YES,digestive_health,small sample size,Industry (manufacturer),2018,JAMA,Adequate for digestive_health claim under FTC standards
STU-0295,ProBio+ Daily component,Biotin (D-Biotin),pilot_study,NO,NO,NO,191,47,inflammatory_markers,positive,0.1148,NO,Tier_2_pilot,NO,energy_metabolism,industry funded,Academic institution,2020,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0296,ProBio+ Daily component,Folate (L-Methylfolate),animal_model,NO,NO,NO,421,5,immune_markers_IgA,negative,0.2113,NO,Tier_3_insufficient,NO,immune_function,short duration; no product-specific testing,Industry + independent verification,2015,J Functional Foods,Insufficient for immune_function claim under FTC standards
STU-0297,ProBio+ Daily component,Niacin (Niacinamide),cohort_study,NO,NO,NO,24,25,bloating_score,neutral,0.4183,NO,Tier_2_observational,CONDITIONAL,digestive_health,no product-specific testing; healthy volunteers only; single center,Academic institution,2020,Probiotics & Antimicrobials,Insufficient for digestive_health claim under FTC standards
STU-0298,ProBio+ Daily component,Riboflavin,in_vitro,NO,NO,NO,0,8,energy_levels_self_report,neutral,0.7918,NO,Tier_3_insufficient,NO,energy_metabolism,no control group; surrogate endpoints only; single center,Industry (manufacturer),2023,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0299,ProBio+ Daily component,Pantothenic Acid,consumer_survey,NO,NO,NO,261,40,antioxidant_capacity,positive,0.1239,NO,Tier_3_insufficient,NO,energy_metabolism,industry funded; no control group; healthy volunteers only,EU research fund,2017,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0300,ProBio+ Daily component,Niacin (Niacinamide),cohort_study,NO,NO,NO,317,22,NK_cell_activity,negative,0.2379,NO,Tier_2_observational,CONDITIONAL,immune_function,short duration,NIH grant,2018,Probiotics & Antimicrobials,Insufficient for immune_function claim under FTC standards
STU-0301,ProBio+ Daily component,Thiamine HCl,open_label_trial,NO,NO,NO,96,11,stool_consistency,positive,0.1071,NO,Tier_2_pilot,NO,digestive_health,no blinding; surrogate endpoints only; high dropout rate,EU research fund,2015,Am J Clinical Nutrition,Insufficient for digestive_health claim under FTC standards
STU-0302,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),RCT,YES,YES,YES,283,50,NK_cell_activity,positive,0.2404,NO,Tier_2_observational,CONDITIONAL,immune_function,industry funded,Industry + independent verification,2020,Gut Microbes,Insufficient for immune_function claim under FTC standards
STU-0303,ProBio+ Daily component,Pantothenic Acid,consumer_survey,NO,NO,NO,274,33,inflammatory_markers,neutral,0.1486,NO,Tier_3_insufficient,NO,energy_metabolism,small sample size; high dropout rate,EU research fund,2020,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0304,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,163,41,URTI_frequency,negative,0.008,NO,Tier_2_pilot,NO,energy_metabolism,single center; short duration,Industry + independent verification,2017,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0305,ProBio+ Daily component,Pantothenic Acid,open_label_trial,NO,NO,NO,327,42,NK_cell_activity,positive,0.1163,NO,Tier_2_pilot,NO,immune_function,healthy volunteers only,Academic institution,2019,BMJ Open,Insufficient for immune_function claim under FTC standards
STU-0306,ProBio+ Daily component,Biotin (D-Biotin),RCT,YES,YES,YES,119,14,NK_cell_activity,positive,0.0982,NO,Tier_2_observational,CONDITIONAL,immune_function,single center; no blinding,Industry + independent verification,2025,Probiotics & Antimicrobials,Insufficient for immune_function claim under FTC standards
STU-0307,ProBio+ Daily component,Folate (L-Methylfolate),meta_analysis,YES,NO,NO,148,14,energy_levels_self_report,positive,0.1589,NO,Tier_1_meta_analysis,YES,energy_metabolism,high dropout rate; single center,NIH grant,2017,NEJM,Adequate for energy_metabolism claim under FTC standards
STU-0308,ProBio+ Daily component,Lactobacillus acidophilus NCFM,pilot_study,NO,NO,NO,110,10,bloating_score,neutral,0.1306,NO,Tier_2_pilot,NO,digestive_health,industry funded; high dropout rate; healthy volunteers only,Industry (manufacturer),2018,J Functional Foods,Insufficient for digestive_health claim under FTC standards
STU-0309,ProBio+ Daily component,Riboflavin,cohort_study,NO,NO,NO,396,45,antioxidant_capacity,negative,0.2492,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,no control group; short duration; no blinding; small sample size,Industry + independent verification,2023,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0310,ProBio+ Daily component,Thiamine HCl,cohort_study,NO,NO,NO,94,37,skin_hydration,positive,0.1157,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,short duration; surrogate endpoints only,NIH grant,2018,J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0311,ProBio+ Daily component,Lactobacillus acidophilus NCFM,RCT,YES,YES,YES,76,46,NK_cell_activity,positive,0.0109,YES,Tier_1_RCT,YES,immune_function,no control group,EU research fund,2019,Probiotics & Antimicrobials,Adequate for immune_function claim under FTC standards
STU-0312,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),animal_model,NO,NO,NO,214,5,NK_cell_activity,positive,0.0483,NO,Tier_3_insufficient,NO,immune_function,surrogate endpoints only,Industry + independent verification,2015,Am J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0313,ProBio+ Daily component,Folate (L-Methylfolate),open_label_trial,NO,NO,NO,335,28,inflammatory_markers,positive,0.0549,NO,Tier_2_pilot,NO,energy_metabolism,single center; no blinding; high dropout rate,NIH grant,2018,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0314,ProBio+ Daily component,Vitamin B6 (Pyridoxine HCl),meta_analysis,YES,NO,NO,172,22,bloating_score,neutral,0.4948,NO,Tier_1_meta_analysis,YES,digestive_health,no blinding; surrogate endpoints only,Industry (manufacturer),2024,BMJ Open,Adequate for digestive_health claim under FTC standards
STU-0315,ProBio+ Daily component,Lactobacillus rhamnosus GG,open_label_trial,NO,NO,NO,430,10,gut_microbiome_diversity,negative,0.1177,NO,Tier_2_pilot,NO,digestive_health,no control group; healthy volunteers only,Industry + independent verification,2016,JAMA,Insufficient for digestive_health claim under FTC standards
STU-0316,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),pilot_study,NO,NO,NO,15,52,NK_cell_activity,positive,0.0813,NO,Tier_2_pilot,NO,immune_function,no blinding; high dropout rate; healthy volunteers only,NIH grant,2017,BMJ Open,Insufficient for immune_function claim under FTC standards
STU-0317,ProBio+ Daily component,Riboflavin,cohort_study,NO,NO,NO,239,23,stool_consistency,positive,0.0283,NO,Tier_2_observational,CONDITIONAL,digestive_health,surrogate endpoints only; healthy volunteers only; high dropout rate,NIH grant,2017,J Functional Foods,Insufficient for digestive_health claim under FTC standards
STU-0318,ProBio+ Daily component,Lactobacillus rhamnosus GG,in_vitro,NO,NO,NO,0,6,skin_hydration,positive,0.2481,NO,Tier_3_insufficient,NO,energy_metabolism,short duration; surrogate endpoints only; no blinding; small sample size,EU research fund,2016,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0319,ProBio+ Daily component,Niacin (Niacinamide),in_vitro,NO,NO,NO,0,3,inflammatory_markers,negative,0.0216,NO,Tier_3_insufficient,NO,energy_metabolism,healthy volunteers only,EU research fund,2017,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0320,ProBio+ Daily component,Thiamine HCl,pilot_study,NO,NO,NO,62,8,cognitive_performance,negative,0.006,NO,Tier_2_pilot,NO,energy_metabolism,surrogate endpoints only; no product-specific testing,EU research fund,2016,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0321,ProBio+ Daily component,Bifidobacterium lactis Bi-07,consumer_survey,NO,NO,NO,168,9,bioavailability,positive,0.0656,NO,Tier_3_insufficient,NO,energy_metabolism,high dropout rate,NIH grant,2020,Am J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0322,ProBio+ Daily component,Lactobacillus plantarum 299v,open_label_trial,NO,NO,NO,73,20,URTI_frequency,positive,0.1192,NO,Tier_2_pilot,NO,energy_metabolism,single center; healthy volunteers only,Academic institution,2020,J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0323,ProBio+ Daily component,Biotin (D-Biotin),RCT,YES,YES,YES,348,22,immune_markers_IgA,neutral,0.1744,NO,Tier_2_observational,CONDITIONAL,immune_function,high dropout rate,Industry + independent verification,2023,Gut Microbes,Insufficient for immune_function claim under FTC standards
STU-0324,ProBio+ Daily component,Lactobacillus rhamnosus GG,consumer_survey,NO,NO,NO,345,52,antioxidant_capacity,negative,0.0502,NO,Tier_3_insufficient,NO,energy_metabolism,no control group; small sample size; high dropout rate; healthy volunteers only,Academic institution,2025,J Clinical Nutrition,Insufficient for energy_metabolism claim under FTC standards
STU-0325,ProBio+ Daily component,Lactobacillus acidophilus NCFM,cohort_study,NO,NO,NO,384,37,stool_consistency,positive,0.1065,NO,Tier_2_observational,CONDITIONAL,digestive_health,short duration,EU research fund,2016,Am J Clinical Nutrition,Insufficient for digestive_health claim under FTC standards
STU-0326,ProBio+ Daily component,Lactobacillus acidophilus NCFM,RCT,YES,YES,NO,47,35,bioavailability,positive,0.2407,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,no blinding; no control group; single center; surrogate endpoints only,EU research fund,2015,NEJM,Insufficient for energy_metabolism claim under FTC standards
STU-0327,ProBio+ Daily component,Folate (L-Methylfolate),animal_model,NO,NO,NO,191,1,bioavailability,positive,0.0527,NO,Tier_3_insufficient,NO,energy_metabolism,surrogate endpoints only,Industry + independent verification,2024,JAMA,Insufficient for energy_metabolism claim under FTC standards
STU-0328,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,114,8,URTI_frequency,negative,0.1055,NO,Tier_2_pilot,NO,energy_metabolism,small sample size; healthy volunteers only; industry funded; no product-specific testing,EU research fund,2018,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0329,ProBio+ Daily component,Riboflavin,meta_analysis,YES,NO,NO,373,24,gut_microbiome_diversity,negative,0.0581,NO,Tier_1_meta_analysis,YES,digestive_health,healthy volunteers only,Industry + independent verification,2024,Food Research International,Adequate for digestive_health claim under FTC standards
STU-0330,ProBio+ Daily component,Biotin (D-Biotin),RCT,YES,YES,YES,30,52,skin_hydration,positive,0.2387,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,no product-specific testing; surrogate endpoints only; short duration; no control group,Industry + independent verification,2023,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0331,ProBio+ Daily component,Niacin (Niacinamide),animal_model,NO,NO,NO,29,8,stool_consistency,positive,0.075,NO,Tier_3_insufficient,NO,digestive_health,no control group; high dropout rate; healthy volunteers only,Industry (manufacturer),2015,J Clinical Nutrition,Insufficient for digestive_health claim under FTC standards
STU-0332,ProBio+ Daily component,Thiamine HCl,meta_analysis,YES,NO,NO,447,15,skin_hydration,neutral,0.308,NO,Tier_1_meta_analysis,YES,energy_metabolism,high dropout rate,Industry (manufacturer),2018,JAMA,Adequate for energy_metabolism claim under FTC standards
STU-0333,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,27,43,bloating_score,positive,0.1631,NO,Tier_2_pilot,NO,digestive_health,single center; high dropout rate; no blinding; industry funded,Industry (manufacturer),2020,Nutrients,Insufficient for digestive_health claim under FTC standards
STU-0334,ProBio+ Daily component,Folate (L-Methylfolate),animal_model,NO,NO,NO,443,8,inflammatory_markers,positive,0.1691,NO,Tier_3_insufficient,NO,energy_metabolism,high dropout rate; healthy volunteers only; small sample size; short duration,NIH grant,2021,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0335,ProBio+ Daily component,Biotin (D-Biotin),pilot_study,NO,NO,NO,393,9,immune_markers_IgA,neutral,0.4004,NO,Tier_2_pilot,NO,immune_function,no product-specific testing; small sample size; healthy volunteers only,EU research fund,2023,NEJM,Insufficient for immune_function claim under FTC standards
STU-0336,ProBio+ Daily component,Niacin (Niacinamide),animal_model,NO,NO,NO,17,3,inflammatory_markers,neutral,0.1576,NO,Tier_3_insufficient,NO,energy_metabolism,no blinding; high dropout rate,Academic institution,2023,JAMA,Insufficient for energy_metabolism claim under FTC standards
STU-0337,ProBio+ Daily component,Lactobacillus acidophilus NCFM,consumer_survey,NO,NO,NO,409,31,cognitive_performance,positive,0.0314,NO,Tier_3_insufficient,NO,energy_metabolism,small sample size; no product-specific testing; healthy volunteers only,NIH grant,2025,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0338,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),consumer_survey,NO,NO,NO,168,24,immune_markers_IgA,neutral,0.3153,NO,Tier_3_insufficient,NO,immune_function,industry funded,EU research fund,2015,J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0339,ProBio+ Daily component,Folate (L-Methylfolate),meta_analysis,YES,NO,NO,212,32,gut_microbiome_diversity,positive,0.0682,NO,Tier_1_meta_analysis,YES,digestive_health,healthy volunteers only; single center; industry funded,NIH grant,2025,BMJ Open,Adequate for digestive_health claim under FTC standards
STU-0340,ProBio+ Daily component,Biotin (D-Biotin),open_label_trial,NO,NO,NO,277,25,immune_markers_IgA,positive,0.0847,NO,Tier_2_pilot,NO,immune_function,no control group; no product-specific testing; healthy volunteers only; single center,Industry (manufacturer),2025,Am J Clinical Nutrition,Insufficient for immune_function claim under FTC standards
STU-0341,ProBio+ Daily component,Pantothenic Acid,RCT,YES,YES,NO,64,51,skin_hydration,positive,0.1656,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,no blinding; single center; industry funded,NIH grant,2020,Probiotics & Antimicrobials,Insufficient for energy_metabolism claim under FTC standards
STU-0342,ProBio+ Daily component,Thiamine HCl,RCT,YES,YES,YES,86,47,NK_cell_activity,negative,0.0679,NO,Tier_2_observational,CONDITIONAL,immune_function,healthy volunteers only,NIH grant,2025,NEJM,Insufficient for immune_function claim under FTC standards
STU-0343,ProBio+ Daily component,Lactobacillus plantarum 299v,pilot_study,NO,NO,NO,407,26,antioxidant_capacity,positive,0.0649,NO,Tier_2_pilot,NO,energy_metabolism,industry funded,EU research fund,2017,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0344,ProBio+ Daily component,Folate (L-Methylfolate),cohort_study,NO,NO,NO,122,23,skin_hydration,positive,0.0798,NO,Tier_2_observational,CONDITIONAL,energy_metabolism,short duration; no control group; no product-specific testing; healthy volunteers only,Industry (manufacturer),2020,BMJ Open,Insufficient for energy_metabolism claim under FTC standards
STU-0345,ProBio+ Daily component,Riboflavin,open_label_trial,NO,NO,NO,207,7,NK_cell_activity,positive,0.0759,NO,Tier_2_pilot,NO,immune_function,no product-specific testing; high dropout rate,Industry (manufacturer),2020,Probiotics & Antimicrobials,Insufficient for immune_function claim under FTC standards
STU-0346,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),open_label_trial,NO,NO,NO,221,33,immune_markers_IgA,negative,0.1069,NO,Tier_2_pilot,NO,immune_function,no blinding; no product-specific testing; single center; surrogate endpoints only,Academic institution,2023,BMJ Open,Insufficient for immune_function claim under FTC standards
STU-0347,ProBio+ Daily component,Vitamin B12 (Methylcobalamin),in_vitro,NO,NO,NO,0,8,energy_levels_self_report,positive,0.0446,NO,Tier_3_insufficient,NO,energy_metabolism,short duration,Industry (manufacturer),2019,Food Research International,Insufficient for energy_metabolism claim under FTC standards
STU-0348,ProBio+ Daily component,Lactobacillus rhamnosus GG,open_label_trial,NO,NO,NO,205,6,energy_levels_self_report,neutral,0.5162,NO,Tier_2_pilot,NO,energy_metabolism,surrogate endpoints only; healthy volunteers only; industry funded,NIH grant,2019,Nutrients,Insufficient for energy_metabolism claim under FTC standards
STU-0349,ProBio+ Daily component,Folate (L-Methylfolate),open_label_trial,NO,NO,NO,155,42,gut_microbiome_diversity,neutral,0.3969,NO,Tier_2_pilot,NO,digestive_health,no blinding; surrogate endpoints only; small sample size,Industry + independent verification,2023,BMJ Open,Insufficient for digestive_health claim under FTC standards
STU-0350,ProBio+ Daily component,Lactobacillus rhamnosus GG,meta_analysis,YES,NO,NO,414,23,inflammatory_markers,negative,0.1666,NO,Tier_1_meta_analysis,YES,energy_metabolism,single center; healthy volunteers only,NIH grant,2015,Food Research International,Adequate for energy_metabolism claim under FTC standards
