company_id,company_name,industry_segment,notice_received_date,notice_type,violations_alleged,penalty_per_violation_usd,total_penalty_usd,resolution_type,resolution_date,consent_order_provisions,advertising_claims_flagged,evidence_standard_failed,disclosure_issues,status
CO-0515,Supplement Co. 515,beauty_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,no_action_letter,2024-09-17,None,scientifically proven without evidence; clinically demonstrated without RCT; Made in USA false claim; promising results (prohibited qualifier); biodegradable false claim; may help support (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0516,Supplement Co. 516,cognitive_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,consent_order,2024-08-23,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; insider reviews undisclosed; promising results (prohibited qualifier); biodegradable false claim; undisclosed paid endorsement; Made in USA false claim; preliminary studies (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0517,Supplement Co. 517,digestive_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-12-04,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); scientifically proven without evidence; undisclosed paid endorsement; fake reviews,RCT required but not available,YES,RESOLVED
CO-0518,Supplement Co. 518,immune_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-04-14,Prohibition on further violations; compliance monitoring; consumer redress,review suppression,RCT required but not available,YES,PENDING
CO-0519,Supplement Co. 519,sleep_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,no_action_letter,2024-11-06,None,scientifically proven without evidence; biodegradable false claim,RCT required but not available,NO,OPEN
CO-0520,Supplement Co. 520,sleep_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,no_action_letter,2024-01-18,None,fake reviews; scientifically proven without evidence,RCT required but not available,YES,OPEN
CO-0521,Supplement Co. 521,anti_aging_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,no_action_letter,2024-10-18,None,insider reviews undisclosed; scientifically proven without evidence; Made in USA false claim; fake reviews; may help support (prohibited qualifier); clinically demonstrated without RCT,RCT required but not available,NO,PENDING
CO-0522,Supplement Co. 522,probiotic_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),8,51744.0,362208.0,civil_penalty_settlement,2024-03-08,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; review suppression; insider reviews undisclosed; clinically demonstrated without RCT; preliminary studies (prohibited qualifier); biodegradable false claim; fake reviews; Made in USA false claim,RCT required but not available,YES,RESOLVED
CO-0523,Supplement Co. 523,anti_aging_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,voluntary_correction,2024-04-28,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; biodegradable false claim,RCT required but not available,NO,RESOLVED
CO-0524,Supplement Co. 524,probiotic_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-01-28,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); scientifically proven without evidence; biodegradable false claim; fake reviews,RCT required but not available,YES,OPEN
CO-0525,Supplement Co. 525,probiotic_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),1,51744.0,517440.0,civil_penalty_settlement,2024-03-11,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0526,Supplement Co. 526,energy_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-10-10,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; Made in USA false claim; biodegradable false claim; undisclosed paid endorsement,RCT required but not available,YES,PENDING
CO-0527,Supplement Co. 527,digestive_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,ongoing_investigation,2024-12-04,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); results not typical disclaimer,RCT required but not available,YES,OPEN
CO-0528,Supplement Co. 528,energy_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),8,51744.0,362208.0,civil_penalty_settlement,2024-03-04,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); results not typical disclaimer; scientifically proven without evidence; insider reviews undisclosed; Made in USA false claim; fake reviews; biodegradable false claim; promising results (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0529,Supplement Co. 529,immune_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,voluntary_correction,2024-10-04,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); insider reviews undisclosed; biodegradable false claim,RCT required but not available,YES,RESOLVED
CO-0530,Supplement Co. 530,immune_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-11-23,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; may help support (prohibited qualifier); undisclosed paid endorsement,RCT required but not available,YES,OPEN
CO-0531,Supplement Co. 531,anti_aging_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,ongoing_investigation,2024-12-23,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; fake reviews; biodegradable false claim; results not typical disclaimer; Made in USA false claim; clinically demonstrated without RCT; insider reviews undisclosed; promising results (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0532,Supplement Co. 532,digestive_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-03-11,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer,RCT required but not available,YES,RESOLVED
CO-0533,Supplement Co. 533,sleep_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-10-24,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); scientifically proven without evidence; biodegradable false claim,RCT required but not available,YES,RESOLVED
CO-0534,Supplement Co. 534,weight_loss_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,voluntary_correction,2024-09-23,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; undisclosed paid endorsement; may help support (prohibited qualifier); review suppression; biodegradable false claim; insider reviews undisclosed; fake reviews; Made in USA false claim,RCT required but not available,YES,RESOLVED
CO-0535,Supplement Co. 535,sleep_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),5,51744.0,258720.0,civil_penalty_settlement,2024-03-21,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; promising results (prohibited qualifier); undisclosed paid endorsement; may help support (prohibited qualifier); scientifically proven without evidence,RCT required but not available,NO,OPEN
CO-0536,Supplement Co. 536,energy_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-06-04,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; preliminary studies (prohibited qualifier); review suppression,RCT required but not available,YES,RESOLVED
CO-0537,Supplement Co. 537,sleep_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-06-06,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; Made in USA false claim; fake reviews; results not typical disclaimer,RCT required but not available,YES,PENDING
CO-0538,Supplement Co. 538,energy_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),8,51744.0,413952.0,civil_penalty_settlement,2024-09-11,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; scientifically proven without evidence; may help support (prohibited qualifier); review suppression; preliminary studies (prohibited qualifier); results not typical disclaimer; promising results (prohibited qualifier); Made in USA false claim,RCT required but not available,NO,RESOLVED
CO-0539,Supplement Co. 539,anti_aging_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,ongoing_investigation,2024-02-20,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; promising results (prohibited qualifier); insider reviews undisclosed,RCT required but not available,NO,PENDING
CO-0540,Supplement Co. 540,sleep_supplement,2023-04-20,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-11-01,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; insider reviews undisclosed; preliminary studies (prohibited qualifier); review suppression; undisclosed paid endorsement; scientifically proven without evidence,RCT required but not available,YES,RESOLVED
CO-0541,Supplement Co. 541,cognitive_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),8,51744.0,672672.0,civil_penalty_settlement,2024-02-06,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; promising results (prohibited qualifier); scientifically proven without evidence; fake reviews; preliminary studies (prohibited qualifier); biodegradable false claim; may help support (prohibited qualifier); clinically demonstrated without RCT,RCT required but not available,NO,RESOLVED
CO-0542,Supplement Co. 542,probiotic_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-12-21,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; clinically demonstrated without RCT; Made in USA false claim; results not typical disclaimer,RCT required but not available,NO,PENDING
CO-0543,Supplement Co. 543,beauty_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),1,51744.0,672672.0,civil_penalty_settlement,2024-08-04,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed,RCT required but not available,NO,PENDING
CO-0544,Supplement Co. 544,cognitive_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-12-09,None,fake reviews; insider reviews undisclosed; preliminary studies (prohibited qualifier); biodegradable false claim; review suppression; clinically demonstrated without RCT; may help support (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0545,Supplement Co. 545,beauty_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-04-03,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); insider reviews undisclosed; scientifically proven without evidence; preliminary studies (prohibited qualifier); promising results (prohibited qualifier); fake reviews,RCT required but not available,NO,RESOLVED
CO-0546,Supplement Co. 546,digestive_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),2,51744.0,620928.0,civil_penalty_settlement,2024-05-03,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; fake reviews,RCT required but not available,YES,RESOLVED
CO-0547,Supplement Co. 547,immune_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-02-22,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; insider reviews undisclosed; results not typical disclaimer; scientifically proven without evidence,RCT required but not available,YES,PENDING
CO-0548,Supplement Co. 548,probiotic_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-05-18,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; insider reviews undisclosed; clinically demonstrated without RCT,RCT required but not available,NO,PENDING
CO-0549,Supplement Co. 549,probiotic_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,ongoing_investigation,2024-04-17,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; fake reviews; preliminary studies (prohibited qualifier); review suppression; Made in USA false claim; undisclosed paid endorsement; scientifically proven without evidence; results not typical disclaimer,RCT required but not available,YES,RESOLVED
CO-0550,Supplement Co. 550,anti_aging_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-10-20,None,review suppression; insider reviews undisclosed; scientifically proven without evidence; biodegradable false claim,RCT required but not available,YES,RESOLVED
CO-0551,Supplement Co. 551,cognitive_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),8,51744.0,517440.0,civil_penalty_settlement,2024-01-14,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; biodegradable false claim; review suppression; promising results (prohibited qualifier); results not typical disclaimer; Made in USA false claim; may help support (prohibited qualifier); clinically demonstrated without RCT,RCT required but not available,NO,PENDING
CO-0552,Supplement Co. 552,cognitive_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-06-15,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; preliminary studies (prohibited qualifier); results not typical disclaimer; review suppression; may help support (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0553,Supplement Co. 553,probiotic_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-10-15,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; scientifically proven without evidence; undisclosed paid endorsement; insider reviews undisclosed; biodegradable false claim; clinically demonstrated without RCT,RCT required but not available,YES,PENDING
CO-0554,Supplement Co. 554,sleep_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-02-14,None,undisclosed paid endorsement; clinically demonstrated without RCT; Made in USA false claim; promising results (prohibited qualifier); review suppression; biodegradable false claim; results not typical disclaimer,RCT required but not available,NO,PENDING
CO-0555,Supplement Co. 555,sleep_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),3,51744.0,724416.0,civil_penalty_settlement,2024-11-12,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); review suppression; insider reviews undisclosed,RCT required but not available,NO,PENDING
CO-0556,Supplement Co. 556,immune_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),6,51744.0,51744.0,civil_penalty_settlement,2024-05-17,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; biodegradable false claim; results not typical disclaimer; Made in USA false claim; promising results (prohibited qualifier); undisclosed paid endorsement,RCT required but not available,YES,OPEN
CO-0557,Supplement Co. 557,sleep_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-08-05,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; promising results (prohibited qualifier); biodegradable false claim; may help support (prohibited qualifier); clinically demonstrated without RCT; undisclosed paid endorsement,RCT required but not available,YES,RESOLVED
CO-0558,Supplement Co. 558,cognitive_supplement,2023-04-19,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-09-20,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; preliminary studies (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0559,Supplement Co. 559,sleep_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-02-08,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0560,Supplement Co. 560,probiotic_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),6,51744.0,465696.0,civil_penalty_settlement,2024-04-24,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); Made in USA false claim; undisclosed paid endorsement; review suppression; clinically demonstrated without RCT; biodegradable false claim,RCT required but not available,NO,RESOLVED
CO-0561,Supplement Co. 561,cognitive_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-09-09,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; results not typical disclaimer; review suppression; fake reviews,RCT required but not available,NO,OPEN
CO-0562,Supplement Co. 562,weight_loss_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-06-03,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; Made in USA false claim; may help support (prohibited qualifier); promising results (prohibited qualifier); biodegradable false claim; review suppression,RCT required but not available,NO,OPEN
CO-0563,Supplement Co. 563,beauty_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),6,51744.0,155232.0,civil_penalty_settlement,2024-07-10,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; promising results (prohibited qualifier); biodegradable false claim; fake reviews; may help support (prohibited qualifier); clinically demonstrated without RCT,RCT required but not available,NO,RESOLVED
CO-0564,Supplement Co. 564,immune_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,ongoing_investigation,2024-05-26,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; biodegradable false claim; scientifically proven without evidence; preliminary studies (prohibited qualifier); undisclosed paid endorsement; promising results (prohibited qualifier); may help support (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0565,Supplement Co. 565,digestive_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-04-19,None,scientifically proven without evidence; Made in USA false claim; promising results (prohibited qualifier); biodegradable false claim; undisclosed paid endorsement; results not typical disclaimer; clinically demonstrated without RCT,RCT required but not available,YES,PENDING
CO-0566,Supplement Co. 566,cognitive_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,ongoing_investigation,2024-02-04,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; scientifically proven without evidence; may help support (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0567,Supplement Co. 567,anti_aging_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-12-23,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; may help support (prohibited qualifier); Made in USA false claim; fake reviews; biodegradable false claim,RCT required but not available,YES,PENDING
CO-0568,Supplement Co. 568,probiotic_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-09-26,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; Made in USA false claim; insider reviews undisclosed; clinically demonstrated without RCT; review suppression,RCT required but not available,NO,RESOLVED
CO-0569,Supplement Co. 569,digestive_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,consent_order,2024-12-19,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); may help support (prohibited qualifier); results not typical disclaimer; undisclosed paid endorsement; clinically demonstrated without RCT; biodegradable false claim,RCT required but not available,YES,OPEN
CO-0570,Supplement Co. 570,digestive_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-12-06,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); undisclosed paid endorsement; insider reviews undisclosed; clinically demonstrated without RCT; review suppression; biodegradable false claim,RCT required but not available,YES,OPEN
CO-0571,Supplement Co. 571,beauty_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,ongoing_investigation,2024-06-22,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); undisclosed paid endorsement; may help support (prohibited qualifier); biodegradable false claim; promising results (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0572,Supplement Co. 572,sleep_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-06-09,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; Made in USA false claim; insider reviews undisclosed; scientifically proven without evidence; promising results (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0573,Supplement Co. 573,probiotic_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),2,51744.0,310464.0,civil_penalty_settlement,2024-10-03,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); scientifically proven without evidence,RCT required but not available,YES,PENDING
CO-0574,Supplement Co. 574,cognitive_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-04-09,None,may help support (prohibited qualifier); preliminary studies (prohibited qualifier); scientifically proven without evidence; review suppression,RCT required but not available,NO,PENDING
CO-0575,Supplement Co. 575,anti_aging_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,consent_order,2024-10-06,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); biodegradable false claim; preliminary studies (prohibited qualifier); undisclosed paid endorsement; clinically demonstrated without RCT; scientifically proven without evidence; review suppression; fake reviews,RCT required but not available,NO,OPEN
CO-0576,Supplement Co. 576,probiotic_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,voluntary_correction,2024-05-13,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); Made in USA false claim; may help support (prohibited qualifier); fake reviews; results not typical disclaimer; promising results (prohibited qualifier); undisclosed paid endorsement; review suppression,RCT required but not available,NO,OPEN
CO-0577,Supplement Co. 577,immune_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,consent_order,2024-06-03,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; may help support (prohibited qualifier); fake reviews; clinically demonstrated without RCT; Made in USA false claim; biodegradable false claim; scientifically proven without evidence,RCT required but not available,YES,PENDING
CO-0578,Supplement Co. 578,cognitive_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-05-25,None,may help support (prohibited qualifier); review suppression; undisclosed paid endorsement; promising results (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0579,Supplement Co. 579,digestive_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,voluntary_correction,2024-11-02,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; insider reviews undisclosed; results not typical disclaimer,RCT required but not available,YES,OPEN
CO-0580,Supplement Co. 580,sleep_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-01-19,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; insider reviews undisclosed; scientifically proven without evidence; clinically demonstrated without RCT; fake reviews; biodegradable false claim; Made in USA false claim,RCT required but not available,NO,OPEN
CO-0581,Supplement Co. 581,probiotic_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,consent_order,2024-09-24,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; clinically demonstrated without RCT; preliminary studies (prohibited qualifier); fake reviews,RCT required but not available,NO,RESOLVED
CO-0582,Supplement Co. 582,digestive_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,consent_order,2024-07-03,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; review suppression; fake reviews; scientifically proven without evidence; biodegradable false claim; insider reviews undisclosed; undisclosed paid endorsement; preliminary studies (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0583,Supplement Co. 583,immune_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,consent_order,2024-03-16,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim,RCT required but not available,NO,OPEN
CO-0584,Supplement Co. 584,cognitive_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),3,51744.0,569184.0,civil_penalty_settlement,2024-03-18,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; Made in USA false claim; biodegradable false claim,RCT required but not available,YES,PENDING
CO-0585,Supplement Co. 585,probiotic_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-06-28,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; biodegradable false claim; review suppression; fake reviews; undisclosed paid endorsement; clinically demonstrated without RCT; scientifically proven without evidence,RCT required but not available,YES,PENDING
CO-0586,Supplement Co. 586,immune_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,no_action_letter,2024-02-24,None,Made in USA false claim; biodegradable false claim,RCT required but not available,YES,RESOLVED
CO-0587,Supplement Co. 587,weight_loss_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,consent_order,2024-06-16,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; scientifically proven without evidence; Made in USA false claim; promising results (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0588,Supplement Co. 588,digestive_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),3,51744.0,672672.0,civil_penalty_settlement,2024-07-05,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; fake reviews; undisclosed paid endorsement,RCT required but not available,NO,OPEN
CO-0589,Supplement Co. 589,probiotic_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-05-26,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); undisclosed paid endorsement; Made in USA false claim; biodegradable false claim,RCT required but not available,NO,PENDING
CO-0590,Supplement Co. 590,energy_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-09-12,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer,RCT required but not available,NO,OPEN
CO-0591,Supplement Co. 591,probiotic_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-09-05,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); preliminary studies (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0592,Supplement Co. 592,immune_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,ongoing_investigation,2024-04-10,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; Made in USA false claim; clinically demonstrated without RCT; preliminary studies (prohibited qualifier); biodegradable false claim; promising results (prohibited qualifier); review suppression; undisclosed paid endorsement,RCT required but not available,YES,RESOLVED
CO-0593,Supplement Co. 593,weight_loss_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),4,51744.0,258720.0,civil_penalty_settlement,2024-10-16,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; scientifically proven without evidence; fake reviews; undisclosed paid endorsement,RCT required but not available,NO,RESOLVED
CO-0594,Supplement Co. 594,anti_aging_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),4,51744.0,51744.0,civil_penalty_settlement,2024-07-01,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; preliminary studies (prohibited qualifier); Made in USA false claim; results not typical disclaimer,RCT required but not available,YES,PENDING
CO-0595,Supplement Co. 595,cognitive_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,ongoing_investigation,2024-04-04,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); fake reviews; biodegradable false claim,RCT required but not available,YES,OPEN
CO-0596,Supplement Co. 596,digestive_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,no_action_letter,2024-07-23,None,may help support (prohibited qualifier); biodegradable false claim; undisclosed paid endorsement; insider reviews undisclosed; review suppression; Made in USA false claim,RCT required but not available,NO,PENDING
CO-0597,Supplement Co. 597,cognitive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-12-25,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; biodegradable false claim; insider reviews undisclosed; scientifically proven without evidence; undisclosed paid endorsement; preliminary studies (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0598,Supplement Co. 598,beauty_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,ongoing_investigation,2024-06-21,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; Made in USA false claim; scientifically proven without evidence; review suppression; clinically demonstrated without RCT,RCT required but not available,YES,OPEN
