post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,reach,clicks,link_clicks,saves,shares,comments,likes,disclosure_pattern,disclosure_type,disclosure_timing,compliance_status,health_claim_detected,health_claim_category,health_claim_compliant,violation_category,penalty_exposure_usd,review_date,reviewer,resolution_status,resolution_action,resolution_date,legal_hold,notes,campaign_id,content_type,paid_partnership_tag,verbal_disclosure,visual_disclosure
SUPP-1282,@guthealth_guru,LinkedIn,2026-01-22,09:45:00,47160,23455,5.64,17552,574,181,66,318,719,914,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-02-25,Sarah Chen,OPEN,UPDATE DISCLOSURE,N/A,No,"Sarah Chen escalation review",CAMP-2026-003,Static image,No,No,No
SUPP-1283,@holistic_health_hub,Twitter/X,2026-02-16,07:00:00,93743,10240,4.99,9231,315,83,81,148,152,1221,"Verbal only (video)",adequate,pre-content,COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,None,0,2026-03-19,Jordan Ellis,RESOLVED,NONE,2026-03-23,No,"Post-update-1 compliance sweep",CAMP-2026-012,Story,No,Yes,No
SUPP-1284,@microbiome_maven,Pinterest,2026-03-05,11:15:00,49166,7963,7.06,5616,164,93,196,56,25,291,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-03-08,Alex Rivera (Ext.),OPEN,INFLUENCER NOTIFIED,N/A,No,"Influencer remediation tracking",CAMP-2026-019,Story,No,No,No
SUPP-1285,@supplementspro,Snapchat,2026-02-05,14:00:00,49155,24028,0.7,24819,1056,631,154,161,874,2395,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,None,0,2026-03-08,Casey Park,RESOLVED,NONE,2026-03-12,No,"Sarah Chen escalation review",CAMP-2026-005,Blog post,No,No,Yes
SUPP-1286,@holistic_health_hub,Twitter/X,2026-03-01,19:00:00,74458,16994,5.73,16328,742,211,434,122,137,622,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,None,0,2026-03-04,Casey Park,RESOLVED,NONE,2026-03-08,No,"Casey Park pre-launch clearance",CAMP-2026-002,Static image,No,No,No
SUPP-1287,@microbiome_maven,Snapchat,2026-03-19,17:45:00,40117,7388,5.23,5509,460,123,143,49,111,546,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-03-22,Sarah Chen,OPEN,REMOVE CLAIM,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-007,Story,No,No,No
SUPP-1288,@supplementspro,YouTube,2026-01-03,15:45:00,67983,34931,6.62,35551,920,527,966,196,227,2721,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,None,0,2026-02-06,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-10,No,"Sarah Chen escalation review",CAMP-2026-007,Short video (<60s),No,No,Yes
SUPP-1289,@vitamindiary,Facebook,2026-01-21,17:30:00,82728,45316,3.53,41424,2111,790,545,405,626,4769,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-02-24,Alex Rivera (Ext.),OPEN,INFLUENCER NOTIFIED,N/A,No,"Influencer remediation tracking",CAMP-2026-001,Static image,No,No,No
SUPP-1290,@nourishednaturally,Instagram Stories,2026-03-08,10:45:00,10716,5172,4.48,4407,204,54,7,38,76,154,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-03-11,Alex Rivera (Ext.),IN_REVIEW,REMOVE CLAIM,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-015,Blog post,No,No,Yes
SUPP-1291,@fitandfueled,TikTok,2026-01-23,23:00:00,47645,4821,5.12,4671,373,136,56,25,122,294,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,None,0,2026-02-26,Sarah Chen,RESOLVED,NONE,2026-02-28,No,"Supplemental audit batch March 2026",CAMP-2026-002,Podcast mention,No,No,Yes
SUPP-1292,@digestive_digest,Reels,2026-03-25,07:45:00,119755,33249,7.45,25895,2568,483,152,267,782,4582,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,None,0,2026-03-28,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-28,No,"Quarterly disclosure audit",CAMP-2026-014,Story,No,No,Yes
SUPP-1293,@holistic_health_hub,TikTok,2026-02-25,23:30:00,64294,16318,0.62,13558,101,33,140,57,480,390,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-03-28,Casey Park,OPEN,INFLUENCER NOTIFIED,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-004,Static image,No,No,No
SUPP-1294,@supplementspro,Facebook,2026-01-23,13:00:00,52436,22465,2.41,19997,180,50,518,159,121,762,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-02-26,Jordan Ellis,IN_REVIEW,REMOVE CLAIM,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-019,Reel,No,No,No
SUPP-1295,@immunity_insider,Facebook,2026-02-14,18:15:00,32013,13099,6.39,11544,559,234,382,87,122,1263,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-03-17,Jordan Ellis,PENDING,REMOVE CLAIM,N/A,No,"Quarterly disclosure audit",CAMP-2026-010,Reel,No,No,No
SUPP-1296,@nutriscience,Twitter/X,2026-01-08,17:30:00,97550,36297,4.21,33533,812,226,71,486,855,1885,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-02-11,Jordan Ellis,OPEN,UPDATE DISCLOSURE,N/A,No,"Quarterly disclosure audit",CAMP-2026-005,Long video (>60s),No,No,No
SUPP-1297,@immunity_insider,Snapchat,2026-03-05,16:15:00,114218,59888,6.08,62938,478,192,1699,488,794,6056,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,None,0,2026-03-08,Jordan Ellis,RESOLVED,NONE,2026-03-12,No,"Post-update-1 compliance sweep",CAMP-2026-017,Carousel,No,No,Yes
SUPP-1298,@vitalitycoach,Facebook,2026-01-25,09:30:00,99653,47326,2.69,45278,986,545,1391,216,1457,1434,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,None,0,2026-02-28,Sarah Chen,RESOLVED,NONE,2026-02-28,No,"Sarah Chen escalation review",CAMP-2026-010,Long video (>60s),No,No,No
SUPP-1299,@probiotic_life,TikTok,2026-01-23,08:30:00,68202,34037,1.1,25240,1018,378,506,184,1024,1887,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-02-26,Casey Park,OPEN,COMPLIANT - NO ACTION,N/A,No,"Sarah Chen escalation review",CAMP-2026-010,Reel,No,No,No
SUPP-1300,@immunity_insider,TikTok,2026-01-18,12:30:00,79850,9861,4.22,10469,494,241,202,137,299,270,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,§255.5,51744,2026-02-21,Alex Rivera (Ext.),IN_REVIEW,ESCALATE TO CCO,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-004,Short video (<60s),Yes,No,No
SUPP-1301,@fitandfueled,Instagram Stories,2026-03-17,22:15:00,76359,11255,0.88,10888,342,169,275,21,345,1017,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-03-20,Jordan Ellis,OPEN,REMOVE CLAIM,N/A,No,"Influencer remediation tracking",CAMP-2026-010,Blog post,No,No,Yes
SUPP-1302,@digestive_digest,Facebook,2026-03-22,15:00:00,19078,4477,2.85,4419,343,68,58,18,161,488,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-03-25,Casey Park,PENDING,COMPLIANT - NO ACTION,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-014,Blog post,Yes,No,No
SUPP-1303,@holistic_health_hub,LinkedIn,2026-01-04,09:15:00,111828,23240,5.24,21026,1541,371,667,120,158,806,"#ad first hashtag",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-02-07,Jordan Ellis,RESOLVED,NONE,2026-02-11,No,"Casey Park pre-launch clearance",CAMP-2026-003,Podcast mention,No,No,Yes
SUPP-1304,@cleanwellness,Instagram Stories,2026-02-25,08:30:00,75816,26554,3.82,27567,469,79,312,131,925,1692,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-03-28,Sarah Chen,OPEN,UPDATE DISCLOSURE,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-003,Static image,Yes,No,No
SUPP-1305,@vitamindiary,Twitter/X,2026-01-13,12:15:00,112654,21249,3.59,17756,508,103,194,110,117,2192,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-02-16,Alex Rivera (Ext.),OPEN,CONTRACT UPDATED,N/A,No,"Quarterly disclosure audit",CAMP-2026-004,Short video (<60s),No,No,No
SUPP-1306,@vitamindiary,TikTok,2026-03-14,11:15:00,74391,26968,6.66,24392,1572,260,710,141,82,1833,"Verbal only (video)",adequate,pre-content,COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,None,0,2026-03-17,Sarah Chen,RESOLVED,NONE,2026-03-21,No,"Influencer remediation tracking",CAMP-2026-011,Short video (<60s),No,Yes,No
SUPP-1307,@nourishednaturally,YouTube,2026-01-22,23:15:00,50650,22050,6.67,17402,790,93,92,274,379,2550,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,None,0,2026-02-25,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-28,No,"Quarterly disclosure audit",CAMP-2026-019,Podcast mention,No,No,Yes
SUPP-1308,@supplementspro,Twitter/X,2026-01-19,09:00:00,76258,25444,4.87,23962,931,283,687,214,624,1094,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,None,0,2026-02-22,Sarah Chen,RESOLVED,NONE,2026-02-26,No,"Influencer remediation tracking",CAMP-2026-015,Story,No,No,No
SUPP-1309,@guthealth_guru,LinkedIn,2026-01-06,19:00:00,95607,16616,1.46,11989,474,79,333,177,401,1237,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-09,Sarah Chen,IN_REVIEW,MONITORING,N/A,No,"Influencer remediation tracking",CAMP-2026-014,Podcast mention,No,No,No
SUPP-1310,@nourishednaturally,YouTube,2026-02-06,09:45:00,92981,37043,3.01,35919,2463,930,980,351,231,5172,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-09,Alex Rivera (Ext.),OPEN,ESCALATE TO CCO,N/A,No,"Sarah Chen escalation review",CAMP-2026-019,Reel,Yes,No,No
SUPP-1311,@cleanwellness,TikTok,2026-01-07,14:45:00,62017,27308,5.88,29480,452,247,428,394,402,3876,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,None,0,2026-02-10,Sarah Chen,RESOLVED,NONE,2026-02-14,No,"Quarterly disclosure audit",CAMP-2026-015,Podcast mention,No,No,No
SUPP-1312,@cleanwellness,Snapchat,2026-01-16,16:15:00,58873,23794,4.94,18602,531,91,177,126,604,2477,"Verbal only (video)",adequate,pre-content,COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,None,0,2026-02-19,Casey Park,RESOLVED,NONE,2026-02-23,No,"Casey Park pre-launch clearance",CAMP-2026-007,Reel,No,Yes,No
SUPP-1313,@nourishednaturally,Instagram Stories,2026-03-09,18:15:00,67679,17367,2.85,12753,859,334,299,41,362,1582,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-03-12,Jordan Ellis,OPEN,INFLUENCER NOTIFIED,N/A,No,"Influencer remediation tracking",CAMP-2026-007,Long video (>60s),No,No,No
SUPP-1314,@probiotic_life,TikTok,2026-03-15,20:00:00,73898,8291,7.21,9072,170,85,186,92,99,502,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,None,0,2026-03-18,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-22,No,"Post-update-1 compliance sweep",CAMP-2026-005,Carousel,No,No,Yes
SUPP-1315,@vitamindiary,Pinterest,2026-01-18,07:15:00,19761,10391,4.77,8268,336,61,158,83,73,1470,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-02-21,Sarah Chen,IN_REVIEW,CONTRACT UPDATED,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-006,Long video (>60s),No,No,No
SUPP-1316,@supplementspro,LinkedIn,2026-03-21,10:15:00,53367,17309,2.1,18850,963,424,383,174,414,786,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,§255.5,51744,2026-03-24,Jordan Ellis,OPEN,OBTAIN LEGAL REVIEW,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-017,Reel,No,No,Yes
SUPP-1317,@nourishednaturally,Reels,2026-01-12,11:45:00,75876,16098,3.16,13007,130,72,402,30,151,587,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-02-15,Casey Park,IN_REVIEW,MONITORING,N/A,No,"Influencer remediation tracking",CAMP-2026-005,Short video (<60s),No,No,No
SUPP-1318,@cleanwellness,TikTok,2026-01-28,09:00:00,13095,3473,4.32,3024,144,35,44,51,135,339,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-28,Casey Park,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Sarah Chen escalation review",CAMP-2026-009,Story,No,No,No
SUPP-1319,@vitalitycoach,Reels,2026-02-27,18:00:00,35544,16396,2.82,13127,679,345,363,130,143,2322,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,None,0,2026-03-28,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-28,No,"Post-CEO-retraction review round",CAMP-2026-002,Carousel,No,No,No
SUPP-1320,@vitamindiary,Reels,2026-02-28,07:15:00,14585,6604,4.85,6331,422,238,186,36,199,873,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-28,Jordan Ellis,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Post-CEO-retraction review round",CAMP-2026-010,Long video (>60s),Yes,No,No
SUPP-1321,@guthealth_guru,Instagram Stories,2026-03-08,17:00:00,74854,8401,5.7,8960,174,69,221,53,306,545,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-11,Alex Rivera (Ext.),PENDING,OBTAIN LEGAL REVIEW,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-019,Long video (>60s),No,No,Yes
SUPP-1322,@immunity_insider,Reels,2026-02-09,21:00:00,90822,9669,5.4,9608,333,183,96,98,65,1366,"#ad first hashtag",adequate,pre-content,COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,None,0,2026-03-12,Jordan Ellis,RESOLVED,NONE,2026-03-16,No,"Sarah Chen escalation review",CAMP-2026-017,Live session,No,No,Yes
SUPP-1323,@nutriscience,Reels,2026-01-02,21:00:00,34467,6662,2.78,6367,332,160,144,92,111,582,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-02-05,Casey Park,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Quarterly disclosure audit",CAMP-2026-018,Carousel,No,No,No
SUPP-1324,@vitalitycoach,TikTok,2026-03-11,19:15:00,14990,3937,2.63,4190,282,127,69,6,114,93,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-03-14,Alex Rivera (Ext.),PENDING,INFLUENCER NOTIFIED,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-011,Reel,No,No,No
SUPP-1325,@fitandfueled,YouTube,2026-03-14,17:45:00,52683,18835,6.05,17809,1380,482,346,215,242,1048,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-17,Alex Rivera (Ext.),PENDING,UPDATE DISCLOSURE,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-010,Story,No,No,No
SUPP-1326,@probiotic_life,TikTok,2026-03-16,07:00:00,24721,5931,7.46,5328,474,280,128,21,164,171,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,None,0,2026-03-19,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-23,No,"Quarterly disclosure audit",CAMP-2026-010,Podcast mention,No,No,No
SUPP-1327,@probiotic_life,TikTok,2026-02-25,16:45:00,78009,8790,0.81,6564,631,116,113,117,54,686,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-28,Sarah Chen,OPEN,MONITORING,N/A,No,"Influencer remediation tracking",CAMP-2026-003,Story,No,No,No
SUPP-1328,@vitalitycoach,TikTok,2026-03-06,23:30:00,52556,18204,4.79,16959,787,137,169,182,354,2659,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,None,0,2026-03-09,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-13,No,"Post-CEO-retraction review round",CAMP-2026-016,Long video (>60s),No,No,No
SUPP-1329,@guthealth_guru,TikTok,2026-03-20,22:15:00,63792,27944,5.69,26818,2101,443,650,282,601,2593,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-23,Alex Rivera (Ext.),PENDING,UPDATE DISCLOSURE,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-005,Podcast mention,No,No,No
SUPP-1330,@immunity_insider,Pinterest,2026-01-08,14:00:00,116244,63803,5.09,60707,3988,632,264,382,221,3303,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,§255.5,51744,2026-02-11,Casey Park,OPEN,OBTAIN LEGAL REVIEW,N/A,No,"Quarterly disclosure audit",CAMP-2026-007,Carousel,No,No,No
SUPP-1331,@immunity_insider,Snapchat,2026-02-08,11:00:00,36733,19151,2.47,15914,1170,623,369,170,208,1717,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-03-11,Sarah Chen,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-004,Reel,No,No,Yes
SUPP-1332,@cleanwellness,Pinterest,2026-01-02,08:00:00,22464,4160,1.82,3175,193,79,101,47,45,549,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,§255.5,51744,2026-02-05,Alex Rivera (Ext.),OPEN,MONITORING,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-001,Long video (>60s),No,No,No
SUPP-1333,@digestive_digest,Snapchat,2026-03-05,13:15:00,43326,16669,7.28,12653,296,93,380,104,324,1203,"#ad at post beginning",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-03-08,Jordan Ellis,RESOLVED,NONE,2026-03-12,No,"Quarterly disclosure audit",CAMP-2026-002,Live session,No,No,Yes
SUPP-1334,@probiotic_life,Snapchat,2026-02-17,16:00:00,77065,18150,7.05,16270,691,283,56,193,692,1110,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-20,Alex Rivera (Ext.),PENDING,ESCALATE TO CCO,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-016,Live session,No,No,No
SUPP-1335,@guthealth_guru,Instagram,2026-03-24,20:00:00,65814,31955,4.56,23653,1622,909,151,63,678,3487,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,None,0,2026-03-27,Jordan Ellis,RESOLVED,NONE,2026-03-28,No,"Sarah Chen escalation review",CAMP-2026-015,Reel,No,No,Yes
SUPP-1336,@nutriscience,YouTube,2026-01-22,23:15:00,25282,8834,7.22,6423,218,41,191,99,116,528,"#ad at post beginning",adequate,pre-content,COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,None,0,2026-02-25,Sarah Chen,RESOLVED,NONE,2026-02-28,No,"Quarterly disclosure audit",CAMP-2026-011,Podcast mention,No,No,Yes
SUPP-1337,@vitamindiary,YouTube,2026-02-18,23:30:00,13849,3104,0.71,2964,105,55,17,28,57,109,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,§255.5,51744,2026-03-21,Casey Park,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-013,Podcast mention,No,No,No
SUPP-1338,@wellnesswithjenna,Pinterest,2026-01-20,13:30:00,15256,4994,3.44,4736,270,64,37,43,165,687,"Verbal only (video)",adequate,pre-content,COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,None,0,2026-02-23,Sarah Chen,RESOLVED,NONE,2026-02-27,No,"Post-update-1 compliance sweep",CAMP-2026-006,Podcast mention,No,Yes,No
SUPP-1339,@cleanwellness,TikTok,2026-03-16,11:00:00,67186,9873,2.13,9806,759,197,290,147,163,427,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,§255.5,51744,2026-03-19,Jordan Ellis,PENDING,MONITORING,N/A,No,"Influencer remediation tracking",CAMP-2026-005,Reel,No,No,No
SUPP-1340,@cleanwellness,YouTube,2026-02-19,14:00:00,105321,12969,1.2,9857,132,61,185,36,333,1887,"Ad: at beginning",adequate,pre-content,COMPLIANT,"supports gut microbiome balance (compliant)",general_wellness,Yes,None,0,2026-03-22,Casey Park,RESOLVED,NONE,2026-03-26,No,"Sarah Chen escalation review",CAMP-2026-017,Blog post,No,No,Yes
SUPP-1341,@immunity_insider,YouTube,2026-01-27,14:15:00,91093,19063,2.22,17827,1142,339,70,285,633,2603,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-28,Jordan Ellis,OPEN,REMOVE CLAIM,N/A,No,"Quarterly disclosure audit",CAMP-2026-016,Story,No,No,No
SUPP-1342,@cleanwellness,Twitter/X,2026-01-20,19:00:00,77535,20338,0.77,22355,1141,566,472,117,653,1576,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-23,Sarah Chen,IN_REVIEW,MONITORING,N/A,No,"Quarterly disclosure audit",CAMP-2026-009,Story,No,No,No
SUPP-1343,@vitamindiary,Twitter/X,2026-01-27,11:00:00,53947,15304,3.82,15197,485,165,261,31,456,649,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-02-28,Jordan Ellis,IN_REVIEW,OBTAIN LEGAL REVIEW,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-001,Short video (<60s),No,No,No
SUPP-1344,@wellnesswithjenna,Instagram,2026-01-11,15:30:00,118629,13054,4.88,12207,934,244,195,40,134,1198,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-14,Alex Rivera (Ext.),OPEN,OBTAIN LEGAL REVIEW,N/A,No,"Post-CEO-retraction review round",CAMP-2026-013,Long video (>60s),No,No,No
SUPP-1345,@vitamindiary,LinkedIn,2026-03-13,07:00:00,65686,26556,4.53,19284,838,446,241,140,115,2821,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-03-16,Alex Rivera (Ext.),PENDING,ESCALATE TO CCO,N/A,No,"Post-CEO-retraction review round",CAMP-2026-010,Carousel,No,No,No
SUPP-1346,@guthealth_guru,Instagram,2026-01-09,07:00:00,90741,44878,2.18,37780,655,256,852,623,1146,1052,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,None,0,2026-02-12,Casey Park,RESOLVED,NONE,2026-02-16,No,"Sarah Chen escalation review",CAMP-2026-012,Podcast mention,No,No,Yes
