review_id,review_date,reviewer,document_reviewed,claim_id,claim_text_excerpt,claim_type,regulatory_section,ftc_citation,violation_detected,violation_category,severity,evidence_tier,rct_count,animal_studies,in_vitro_studies,prohibited_qualifier,proof_claim,disclosure_issue,recommended_action,action_taken,status,estimated_penalty_usd,review_notes
RV-0451,2026-06-09,Dr. Maria Santos (CCO),product_label_draft.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Flagged for revision,OPEN,51744.0,Review #451: proof_claim flagged in product_label_draft.md by Dr. Maria Santos
RV-0452,2026-05-29,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Referred to CCO,OPEN,51744.0,Review #452: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0453,2026-05-28,Sarah Chen (Counsel),ad_copy_social_media.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Flagged for revision,RESOLVED,51744.0,Review #453: undisclosed_material_connection flagged in ad_copy_social_media.md by Sarah Chen
RV-0454,2026-05-24,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Pending legal sign-off,ESCALATED,51744.0,Review #454: unqualified_general_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0455,2026-06-01,Dr. Rachel Kim (Science),product_label_draft.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Under review,ESCALATED,51744.0,Review #455: unqualified_general_claim flagged in product_label_draft.md by Dr. Rachel Kim
RV-0456,2026-05-20,Compliance Counsel LLC,brand_guidelines.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Flagged for revision,RESOLVED,51744.0,Review #456: unqualified_general_claim flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0457,2026-06-06,Sarah Chen (Counsel),brand_guidelines.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Under review,OPEN,51744.0,Review #457: proof_claim flagged in brand_guidelines.md by Sarah Chen
RV-0458,2026-06-03,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Flagged for revision,IN_REVIEW,51744.0,Review #458: invalid_safe_harbor flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0459,2026-05-22,Dr. Rachel Kim (Science),product_label_draft.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Flagged for revision,ESCALATED,51744.0,Review #459: unsubstantiated_env_claim flagged in product_label_draft.md by Dr. Rachel Kim
RV-0460,2026-05-21,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Referred to CCO,ESCALATED,51744.0,Review #460: invalid_safe_harbor flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0461,2026-06-01,Compliance Counsel LLC,product_label_draft.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Resolved,ESCALATED,51744.0,Review #461: unsubstantiated_env_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0462,2026-06-05,Sarah Chen (Counsel),press_release_draft_v2.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Resolved,OPEN,2000000.0,Review #462: false_origin_claim flagged in press_release_draft_v2.md by Sarah Chen
RV-0463,2026-06-03,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Flagged for revision,IN_REVIEW,51744.0,Review #463: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0464,2026-05-29,Sarah Chen (Counsel),ad_copy_social_media.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Pending legal sign-off,ESCALATED,2000000.0,Review #464: false_origin_claim flagged in ad_copy_social_media.md by Sarah Chen
RV-0465,2026-06-01,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Resolved,IN_REVIEW,2000000.0,Review #465: false_origin_claim flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0466,2026-06-03,Compliance Counsel LLC,product_label_draft.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Referred to CCO,RESOLVED,51744.0,Review #466: prohibited_qualifier flagged in product_label_draft.md by Compliance Counsel LLC
RV-0467,2026-05-23,Compliance Counsel LLC,product_label_draft.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Referred to CCO,IN_REVIEW,51744.0,Review #467: unsubstantiated_env_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0468,2026-05-26,Sarah Chen (Counsel),press_release_draft_v2.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Under review,ESCALATED,51744.0,Review #468: undisclosed_material_connection flagged in press_release_draft_v2.md by Sarah Chen
RV-0469,2026-06-01,Sarah Chen (Counsel),press_release_draft_v1.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Pending legal sign-off,ESCALATED,51744.0,Review #469: undisclosed_material_connection flagged in press_release_draft_v1.md by Sarah Chen
RV-0470,2026-05-23,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Under review,IN_REVIEW,51744.0,Review #470: unsubstantiated_env_claim flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0471,2026-05-23,Dr. Rachel Kim (Science),brand_guidelines.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,RESOLVED,51744.0,Review #471: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0472,2026-05-29,Dr. Maria Santos (CCO),product_label_draft.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Flagged for revision,RESOLVED,51744.0,Review #472: invalid_safe_harbor flagged in product_label_draft.md by Dr. Maria Santos
RV-0473,2026-05-26,Sarah Chen (Counsel),press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Resolved,ESCALATED,2000000.0,Review #473: false_origin_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0474,2026-05-20,Dr. Rachel Kim (Science),brand_guidelines.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Pending legal sign-off,RESOLVED,51744.0,Review #474: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0475,2026-05-26,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Referred to CCO,ESCALATED,51744.0,Review #475: proof_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0476,2026-05-31,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Under review,RESOLVED,51744.0,Review #476: unsubstantiated_env_claim flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0477,2026-05-31,Compliance Counsel LLC,press_release_draft_v2.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Flagged for revision,ESCALATED,51744.0,Review #477: undisclosed_material_connection flagged in press_release_draft_v2.md by Compliance Counsel LLC
RV-0478,2026-05-29,Dr. Rachel Kim (Science),ad_copy_social_media.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Referred to CCO,OPEN,51744.0,Review #478: prohibited_qualifier flagged in ad_copy_social_media.md by Dr. Rachel Kim
RV-0479,2026-05-21,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Under review,ESCALATED,51744.0,Review #479: proof_claim flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0480,2026-06-01,Sarah Chen (Counsel),press_release_draft_v2.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Referred to CCO,IN_REVIEW,51744.0,Review #480: invalid_safe_harbor flagged in press_release_draft_v2.md by Sarah Chen
RV-0481,2026-06-02,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Referred to CCO,ESCALATED,2000000.0,Review #481: false_origin_claim flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0482,2026-05-22,Dr. Rachel Kim (Science),brand_guidelines.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Referred to CCO,IN_REVIEW,51744.0,Review #482: unqualified_general_claim flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0483,2026-05-22,Dr. Rachel Kim (Science),product_label_draft.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Resolved,OPEN,51744.0,Review #483: unsubstantiated_env_claim flagged in product_label_draft.md by Dr. Rachel Kim
RV-0484,2026-06-07,Compliance Counsel LLC,press_release_draft_v1.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Resolved,IN_REVIEW,51744.0,Review #484: invalid_safe_harbor flagged in press_release_draft_v1.md by Compliance Counsel LLC
RV-0485,2026-06-04,Dr. Rachel Kim (Science),product_label_draft.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Referred to CCO,IN_REVIEW,51744.0,Review #485: invalid_safe_harbor flagged in product_label_draft.md by Dr. Rachel Kim
RV-0486,2026-05-24,Compliance Counsel LLC,product_label_draft.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,OPEN,51744.0,Review #486: prohibited_qualifier flagged in product_label_draft.md by Compliance Counsel LLC
RV-0487,2026-05-21,Compliance Counsel LLC,press_release_draft_v2.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Resolved,RESOLVED,51744.0,Review #487: prohibited_qualifier flagged in press_release_draft_v2.md by Compliance Counsel LLC
RV-0488,2026-06-09,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Under review,ESCALATED,51744.0,Review #488: unsubstantiated_env_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0489,2026-06-08,Compliance Counsel LLC,product_label_draft.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Pending legal sign-off,IN_REVIEW,51744.0,Review #489: proof_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0490,2026-06-08,Dr. Rachel Kim (Science),product_label_draft.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Flagged for revision,IN_REVIEW,51744.0,Review #490: undisclosed_material_connection flagged in product_label_draft.md by Dr. Rachel Kim
RV-0491,2026-05-31,Sarah Chen (Counsel),press_release_draft_v1.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Referred to CCO,OPEN,51744.0,Review #491: invalid_safe_harbor flagged in press_release_draft_v1.md by Sarah Chen
RV-0492,2026-06-04,Dr. Rachel Kim (Science),ad_copy_social_media.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Referred to CCO,RESOLVED,51744.0,Review #492: unsubstantiated_env_claim flagged in ad_copy_social_media.md by Dr. Rachel Kim
RV-0493,2026-05-26,Compliance Counsel LLC,press_release_draft_v1.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,OPEN,51744.0,Review #493: prohibited_qualifier flagged in press_release_draft_v1.md by Compliance Counsel LLC
RV-0494,2026-05-29,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Referred to CCO,ESCALATED,51744.0,Review #494: unsubstantiated_env_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0495,2026-05-22,Sarah Chen (Counsel),press_release_draft_v2.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Flagged for revision,RESOLVED,51744.0,Review #495: undisclosed_material_connection flagged in press_release_draft_v2.md by Sarah Chen
RV-0496,2026-06-08,Dr. Rachel Kim (Science),brand_guidelines.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Referred to CCO,IN_REVIEW,51744.0,Review #496: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0497,2026-05-24,Dr. Rachel Kim (Science),ad_copy_social_media.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Resolved,IN_REVIEW,51744.0,Review #497: undisclosed_material_connection flagged in ad_copy_social_media.md by Dr. Rachel Kim
RV-0498,2026-05-23,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Resolved,ESCALATED,51744.0,Review #498: unsubstantiated_env_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0499,2026-05-29,Compliance Counsel LLC,product_label_draft.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Under review,RESOLVED,51744.0,Review #499: invalid_safe_harbor flagged in product_label_draft.md by Compliance Counsel LLC
RV-0500,2026-05-30,Sarah Chen (Counsel),ad_copy_social_media.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Pending legal sign-off,OPEN,51744.0,Review #500: prohibited_qualifier flagged in ad_copy_social_media.md by Sarah Chen
RV-0501,2026-06-09,Compliance Counsel LLC,ad_copy_social_media.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Flagged for revision,ESCALATED,51744.0,Review #501: undisclosed_material_connection flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0502,2026-06-02,Dr. Maria Santos (CCO),product_label_draft.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Pending legal sign-off,IN_REVIEW,51744.0,Review #502: proof_claim flagged in product_label_draft.md by Dr. Maria Santos
RV-0503,2026-06-06,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,ESCALATED,51744.0,Review #503: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0504,2026-06-06,Sarah Chen (Counsel),brand_guidelines.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Pending legal sign-off,ESCALATED,51744.0,Review #504: invalid_safe_harbor flagged in brand_guidelines.md by Sarah Chen
RV-0505,2026-06-05,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,OPEN,51744.0,Review #505: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0506,2026-05-28,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Pending legal sign-off,IN_REVIEW,51744.0,Review #506: proof_claim flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0507,2026-05-29,Dr. Rachel Kim (Science),brand_guidelines.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Pending legal sign-off,IN_REVIEW,51744.0,Review #507: unsubstantiated_env_claim flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0508,2026-05-21,Dr. Maria Santos (CCO),product_label_draft.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Under review,ESCALATED,51744.0,Review #508: proof_claim flagged in product_label_draft.md by Dr. Maria Santos
RV-0509,2026-06-09,Dr. Rachel Kim (Science),product_label_draft.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Pending legal sign-off,ESCALATED,51744.0,Review #509: unsubstantiated_env_claim flagged in product_label_draft.md by Dr. Rachel Kim
RV-0510,2026-06-06,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Flagged for revision,OPEN,51744.0,Review #510: prohibited_qualifier flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0511,2026-06-05,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Under review,IN_REVIEW,51744.0,Review #511: prohibited_qualifier flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0512,2026-05-21,Sarah Chen (Counsel),press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Pending legal sign-off,RESOLVED,2000000.0,Review #512: false_origin_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0513,2026-06-04,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Under review,ESCALATED,51744.0,Review #513: prohibited_qualifier flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0514,2026-06-02,Sarah Chen (Counsel),brand_guidelines.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Referred to CCO,IN_REVIEW,51744.0,Review #514: prohibited_qualifier flagged in brand_guidelines.md by Sarah Chen
RV-0515,2026-05-21,Compliance Counsel LLC,product_label_draft.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Under review,OPEN,51744.0,Review #515: proof_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0516,2026-06-01,Dr. Maria Santos (CCO),brand_guidelines.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Flagged for revision,RESOLVED,51744.0,Review #516: unsubstantiated_env_claim flagged in brand_guidelines.md by Dr. Maria Santos
RV-0517,2026-05-29,Sarah Chen (Counsel),ad_copy_social_media.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Referred to CCO,OPEN,51744.0,Review #517: unsubstantiated_env_claim flagged in ad_copy_social_media.md by Sarah Chen
RV-0518,2026-05-21,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Under review,OPEN,51744.0,Review #518: prohibited_qualifier flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0519,2026-06-01,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Under review,OPEN,51744.0,Review #519: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0520,2026-06-09,Compliance Counsel LLC,product_label_draft.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Under review,IN_REVIEW,51744.0,Review #520: invalid_safe_harbor flagged in product_label_draft.md by Compliance Counsel LLC
RV-0521,2026-06-06,Sarah Chen (Counsel),product_label_draft.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Referred to CCO,OPEN,51744.0,Review #521: proof_claim flagged in product_label_draft.md by Sarah Chen
RV-0522,2026-05-22,Compliance Counsel LLC,press_release_draft_v2.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Referred to CCO,ESCALATED,51744.0,Review #522: undisclosed_material_connection flagged in press_release_draft_v2.md by Compliance Counsel LLC
