influencer_id,handle,platform,follower_count,post_date,campaign,disclosed_material_connection,disclosure_format,disclosure_position,post_reach,engagement_rate_pct,clicks,conversions,revenue_usd,claim_used,claim_compliant,ftc_issue_flag,penalty_risk_usd
INF-006,@doctordave_wellness,Instagram,198000,2027-04-15,ProBio+ Q11,NO,none,none,67107,3.05,1356,33,1441.34,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-04-13,ProBio+ Q11,NO,buried in hashtags,end_of_caption,7976,4.68,149,2,82.76,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-04-17,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,161759,2.22,1582,64,2619.19,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-04-14,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,18402,2.56,314,8,358.56,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-04-14,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,18100,5.9,677,15,663.26,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-04-23,ProBio+ Q11,NO,none,none,57501,6.31,2613,110,4723.49,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-04-24,ProBio+ Q11,NO,#giftedpartnership at hashtag end,end_of_caption,7987,2.59,108,1,43.46,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-04-23,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,17991,5.8,657,17,721.2,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-04-23,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,44753,6.12,2190,66,2800.92,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-04-20,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,7832,7.44,377,15,671.24,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-04-22,ProBio+ Q11,NO,none,none,37810,7.26,2156,61,2590.36,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-04-24,ProBio+ Q11,NO,buried in hashtags,end_of_caption,8330,6.56,315,5,214.08,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-04-25,ProBio+ Q11,YES,Ad: at beginning,beginning_of_caption,155866,3.76,2988,88,3593.13,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-04-22,ProBio+ Q11,YES,Verbal+on-screen first 30s,beginning_of_video,28133,6.98,1174,33,1414.17,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-04-21,ProBio+ Q11,YES,#ad at beginning,beginning_of_caption,21039,7.32,842,32,1286.34,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-05-01,ProBio+ Q12,NO,none,none,80486,3.26,1495,54,2335.95,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-04-27,ProBio+ Q12,NO,#giftedpartnership at hashtag end,end_of_caption,10051,8.5,495,11,484.81,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-04-29,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,27647,2.59,518,9,393.1,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-05-01,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,31898,6.56,1366,23,935.78,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-04-27,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,14974,7.2,677,20,859.49,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-04-27,ProBio+ Q12,NO,none,none,48925,6.52,1645,34,1505.52,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-05-01,ProBio+ Q12,NO,buried in hashtags,end_of_caption,11047,2.71,209,5,201.43,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-04-28,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,168967,2.65,3342,67,2917.65,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-05-02,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,19735,7.45,819,13,560.98,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-05-01,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,15084,4.83,476,19,768.65,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-05-07,ProBio+ Q12,NO,none,none,106858,6.45,5175,139,5897.8,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-05-07,ProBio+ Q12,NO,#giftedpartnership at hashtag end,end_of_caption,6331,6.99,306,11,465.1,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-05-08,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,24245,7.5,1306,32,1434.58,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-05-09,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,26694,3.6,702,16,686.07,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-05-07,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,15417,7.08,827,30,1206.59,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-05-08,ProBio+ Q12,NO,none,none,76263,4.88,1673,67,2827.16,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-05-03,ProBio+ Q12,NO,buried in hashtags,end_of_caption,12531,4.67,467,19,843.61,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-05-05,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,81449,8.05,3341,112,4619.1,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-05-05,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,30743,6.15,795,25,1090.5,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-05-09,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,12113,6.19,510,6,254.24,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-05-11,ProBio+ Q12,NO,none,none,93509,5.28,2853,34,1418.07,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-05-10,ProBio+ Q12,NO,#giftedpartnership at hashtag end,end_of_caption,18750,4.63,393,5,209.53,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-05-15,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,26445,2.49,360,7,293.33,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-05-16,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,46993,2.69,1007,16,682.28,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-05-10,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,12657,2.9,198,3,131.19,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-05-13,ProBio+ Q12,NO,none,none,66294,4.76,1536,63,2563.47,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-05-10,ProBio+ Q12,NO,buried in hashtags,end_of_caption,9152,4.37,314,7,284.82,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-05-12,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,141475,3.46,3134,112,4638.44,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-05-15,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,13908,7.48,780,14,602.34,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-05-11,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,20589,3.78,328,13,581.92,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-05-20,ProBio+ Q12,NO,none,none,75743,3.42,1697,24,1066.41,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-05-17,ProBio+ Q12,NO,#giftedpartnership at hashtag end,end_of_caption,18734,8.06,683,27,1156.46,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-05-19,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,21188,2.96,369,16,645.68,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-05-21,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,21282,3.56,315,4,175.75,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-05-21,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,8965,6.57,416,10,420.01,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-05-22,ProBio+ Q12,NO,none,none,61571,5.93,1865,41,1744.41,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-05-18,ProBio+ Q12,NO,buried in hashtags,end_of_caption,12384,2.84,186,5,219.03,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-05-22,ProBio+ Q12,YES,Ad: at beginning,beginning_of_caption,145978,2.24,2221,80,3537.79,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-05-17,ProBio+ Q12,YES,Verbal+on-screen first 30s,beginning_of_video,19654,8.0,701,22,885.83,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-05-22,ProBio+ Q12,YES,#ad at beginning,beginning_of_caption,20487,6.76,620,21,913.45,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-05-25,ProBio+ Q13,NO,none,none,85193,4.12,2130,83,3426.76,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-05-26,ProBio+ Q13,NO,#giftedpartnership at hashtag end,end_of_caption,7899,7.03,281,11,482.32,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-05-24,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,16908,4.68,482,9,403.79,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-05-29,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,21640,4.85,571,16,685.19,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-05-26,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,7493,6.98,396,13,527.37,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-05-29,ProBio+ Q13,NO,none,none,59924,2.1,937,18,762.28,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-05-27,ProBio+ Q13,NO,buried in hashtags,end_of_caption,11929,3.0,280,3,132.02,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-05-29,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,153346,4.61,3737,96,4184.78,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-05-26,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,35006,5.63,882,30,1207.6,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-05-25,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,21521,8.38,1409,20,846.31,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-06-02,ProBio+ Q13,NO,none,none,108886,3.88,1835,49,2049.9,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-06-02,ProBio+ Q13,NO,#giftedpartnership at hashtag end,end_of_caption,13403,3.84,334,9,386.54,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-06-03,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,30330,7.0,1471,44,1934.67,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-06-01,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,18989,4.55,426,9,397.69,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-05-31,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,16541,1.81,198,7,305.38,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-05-31,ProBio+ Q13,NO,none,none,41888,8.39,1995,87,3902.19,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-06-01,ProBio+ Q13,NO,buried in hashtags,end_of_caption,10177,2.42,189,7,298.12,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-06-05,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,172493,4.87,5873,183,7780.64,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-06-05,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,34847,2.3,502,13,582.54,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-06-01,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,13062,7.5,754,18,794.69,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-06-09,ProBio+ Q13,NO,none,none,69943,3.62,1088,20,877.79,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-06-11,ProBio+ Q13,NO,#giftedpartnership at hashtag end,end_of_caption,7673,2.51,111,2,81.19,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-06-09,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,29658,3.19,495,10,405.9,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-06-08,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,49034,3.84,1283,40,1642.6,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-06-13,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,9436,2.41,113,2,85.11,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-06-12,ProBio+ Q13,NO,none,none,47451,7.29,1624,70,3098.41,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-06-11,ProBio+ Q13,NO,buried in hashtags,end_of_caption,10483,3.47,212,8,325.51,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-06-07,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,69422,7.03,2386,44,1847.69,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-06-12,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,29839,6.12,1155,23,1013.24,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-06-07,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,24703,3.12,507,19,768.55,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-06-20,ProBio+ Q13,NO,none,none,113659,4.02,1905,51,2082.33,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-06-18,ProBio+ Q13,NO,#giftedpartnership at hashtag end,end_of_caption,11757,6.65,467,11,463.36,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-06-16,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,14473,3.05,225,9,361.47,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2027-06-18,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,41886,6.14,1541,63,2670.26,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2027-06-14,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,8889,2.72,116,4,170.48,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2027-06-19,ProBio+ Q13,NO,none,none,88748,5.44,1968,48,2090.73,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-06-17,ProBio+ Q13,NO,buried in hashtags,end_of_caption,8773,5.05,338,9,377.39,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-06-15,ProBio+ Q13,YES,Ad: at beginning,beginning_of_caption,65021,5.8,1552,60,2483.68,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2027-06-20,ProBio+ Q13,YES,Verbal+on-screen first 30s,beginning_of_video,39376,5.35,1488,66,2960.75,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-06-14,ProBio+ Q13,YES,#ad at beginning,beginning_of_caption,12339,3.42,258,9,393.08,Supports digestive comfort,YES,NO,0.0
